년도,,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021
,,이용자수,이용건수,이용금액,이용자수,이용건수,이용금액,이용자수,이용건수,이용금액,이용자수,이용건수,이용금액
업종명,성별,,,,,,,,,,,,
택시 운송업,알수없음,5.0,5.0,385000.0,36.0,39.0,3912400.0,150.0,152.0,5035300.0,48.0,48.0,2794120.0
택시 운송업,여성,5.0,5.0,178000.0,137.0,138.0,1030340.0,757.0,773.0,5016810.0,104.0,104.0,1009600.0
"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,651644.0,699057.0,8516296491.0,669997.0,722657.0,8517823898.0,655683.0,710277.0,8364905459.0,489079.0,529395.0,6254179431.0
"피자, 햄버거, 샌드위치 및 유사 음식점업",알수없음,115262.0,126931.0,3504738879.0,120576.0,133186.0,3743171678.0,118016.0,130828.0,3258568800.0,98751.0,109396.0,3046950335.0
"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,589402.0,634749.0,7514395291.0,597073.0,645251.0,7402821433.0,557792.0,603372.0,6994518172.0,411119.0,443541.0,5150011415.0
한식 음식점업,남성,4929898.0,5198345.0,206451094022.0,5080956.0,5374108.0,208969534461.0,4548388.0,4804144.0,183037356124.0,3296625.0,3492113.0,129885233318.0
한식 음식점업,알수없음,1832659.0,2070469.0,132112299775.0,1879963.0,2129891.0,135197460704.0,1628925.0,1836749.0,102787394699.0,1234678.0,1398263.0,69891626927.0
한식 음식점업,여성,3219285.0,3381924.0,120768095627.0,3384857.0,3568519.0,125145530424.0,2798703.0,2939935.0,102099979780.0,2046035.0,2151296.0,74257244179.0
호텔업,남성,68420.0,71364.0,15773141640.0,72344.0,75657.0,16037707406.0,57853.0,60390.0,12876472683.0,57455.0,60453.0,11459014722.0
호텔업,알수없음,62832.0,85351.0,40345900655.0,61539.0,87026.0,41520634013.0,38752.0,61850.0,21993977711.0,34593.0,55121.0,17332987200.0
호텔업,여성,51748.0,53854.0,10204705105.0,57097.0,59278.0,10513344336.0,43287.0,45011.0,8361200264.0,47248.0,50136.0,7996973946.0
화장품 및 방향제 소매업,남성,63950.0,69126.0,3297224765.0,53209.0,57641.0,2917142441.0,40617.0,44043.0,2470665128.0,23932.0,26243.0,1525752260.0
화장품 및 방향제 소매업,알수없음,15102.0,16435.0,2961299015.0,18856.0,20372.0,4617065936.0,10812.0,11946.0,2027121925.0,5377.0,5937.0,859495448.0
화장품 및 방향제 소매업,여성,171551.0,189045.0,6968808817.0,136276.0,149774.0,6223116994.0,88534.0,96436.0,4829757893.0,48867.0,53468.0,2859143370.0
휴양콘도 운영업,남성,92371.0,108982.0,8783230848.0,101843.0,121195.0,10128852358.0,70742.0,83313.0,8933918815.0,59399.0,69067.0,8565281327.0
휴양콘도 운영업,알수없음,25545.0,32285.0,10823428041.0,28151.0,38718.0,12838344146.0,22385.0,42079.0,15710670531.0,20529.0,39861.0,16414754240.0
휴양콘도 운영업,여성,76791.0,91129.0,6677788193.0,88106.0,105530.0,7395315247.0,56679.0,66844.0,6288798454.0,48253.0,56095.0,5948158795.0
